id;make;address;all;num3d;our;over;remove;internet;order;mail;receive;will;people;report;addresses;free;business;email;you;credit;your;font;num000;money;hp;hpl;george;num650;lab;labs;telnet;num857;data;num415;num85;technology;num1999;parts;pm;direct;cs;meeting;original;project;re;edu;table;conference;charSemicolon;charRoundbracket;charSquarebracket;charExclamation;charDollar;charHash;capitalAve;capitalLong;capitalTotal
1709;0;0.26;0.79;0;0.26;0.26;0.08;1.06;0.53;1.59;0.26;0.71;0.17;0.08;0.71;0.88;0.44;0;1.86;0.26;1.24;0;0.08;0.35;0;0;0;0;0;0;0;0;0.08;0;0;0;0;0;0;0;0;0;0;0;0.26;0.08;0;0;0.098;0.226;0;0.353;0.254;0.113;3.598;54;968
1710;0;0.32;0;0;0;0;0;0;0;0;0;0.65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.97;0;0;0.65;0;0;0;0;0;0;0;0;0;0;0.075;0;0;0;0;2.269;33;118
1711;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.64;0;0;0;0;0.32;0;0;0;0;0;0.64;0;0;0;0;0;0;0;0;0;0;0.254;0;0;0;0;1.987;28;153
1712;0;0;0;0;0.44;0;0;0;0;0.88;0;0;0;0;0;0.44;0;0;1.32;0;0;0;0;0;0;0;0;0.44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.44;0;0;0;0;0;0;0;0;1.841;10;186
1713;0.09;0.49;0.59;0;0.39;0.19;0;0;0.09;0.39;0;1.57;0.19;0;0;0;0.09;0;3.74;0.09;1.08;0;0;0.09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.765;0.037;0;5.828;1.308;0;6.047;54;768
1714;0.36;0.29;0.36;0;0;0.58;0.07;0.14;0.66;1.25;0.14;1.39;0.58;1.1;0.14;0.14;0;0;2.35;0;1.25;0.07;0.58;0.29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0;0;0;0;0;0.319;0.266;0.279;4.689;145;1163
1715;0;0;0;0;0;0;0;0;0;0;0;0.72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.48;0;0;0;0;0;0;0;0.24;0;0;0.48;0;0;0;0;0;0;0;0;0;0;0.186;0;0;0;0;2.823;38;240
1716;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.4;0;0;2.4;0;2.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.145;0.291;0;2.5;11;45
1717;0.17;0.22;0.62;0;0.11;0.22;0.05;0.11;0;0.39;0.11;1.02;0.45;0.05;0.05;0;0;0.39;3.46;0;1.76;0;0.56;0.34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01;0.2;0;0.441;0.421;0.04;4.945;116;1449
1718;0;0;0;0;0;0;0;0;0;0;0;0;0;2.32;0;0;1.16;0;1.16;0;0;0;0;0;0;0;0;2.32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.16;0;1.16;0;0;0;0.381;0;0;0;0.19;2.652;28;61
1719;0;0.26;0.78;0;0.26;0.43;0.08;1.12;0.43;1.47;0.26;0.69;0.17;0.08;0.69;0.86;0.6;0;1.82;0.6;1.39;0;0.08;0.26;0;0;0;0;0;0;0;0;0.08;0;0;0;0;0;0;0;0;0;0;0;0.26;0.08;0;0;0.097;0.222;0;0.444;0.25;0.111;3.138;54;929
1720;0;0;0;0;0;0;0;0;0;0;1.23;0;0;0;0;2.46;0;0;2.46;0;2.46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.232;0.465;0;2.687;12;43
1721;0;0;0;0.6;0.6;0;0;0;0;0;0;0;0.6;0;0;2.42;0;0.6;0;0;0.6;0;0.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.412;0.206;0.103;2.3;20;237
1722;0;0;0;0;0;0;0;0;0;0;0;0;0;1.8;0;0;0.6;0;1.2;0;0;0;0;0;0;0;0;1.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6;0;1.8;0;0;0;0.299;0;0;0;0.199;2.465;28;106
1723;0;0;0;0;0;0;0;0;0;0;0;0.72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.48;0;0;0;0;0;0;0;0.24;0;0;0.48;0;0;0;0;0;0;0;0;0;0;0.185;0;0;0;0;2.802;38;241
1724;0;0;0;0;0;0.27;0;0;0.82;0;0;0.27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.54;0;0;0;0;0;0;0;0.54;0;0;0.54;0;0;0;0;0;0;0;0;0;0.037;0.226;0;0.037;0;0;2.666;33;208
1725;0;0.68;0;0;4.08;0;0.68;0;0;0.68;1.36;1.36;0;0;0;0;0.68;0.68;2.72;0;2.04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.11;0;6.588;68;112
1726;0;0.68;0;0;4.08;0;0.68;0;0;0.68;1.36;1.36;0;0;0;0;0.68;0.68;2.72;0;1.36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.111;0;6.588;68;112
1727;0.7;0;0.7;0;2.83;0;0;0;0;0;0;0;0;0;0;0;0;0.7;3.54;0;2.12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.11;0;0;1.083;3;26
1728;0.2;0.41;0.2;0;1.44;0;0;0.41;0.41;0.62;0;1.86;0.2;0.2;0;0.2;0.41;0;2.69;1.03;2.48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.249;0;0.996;0.106;0;7.836;116;384
1729;0;0;0;0;0;0;0;0;0;0;0;0;1.44;0;0;1.44;0;0;5.79;0;1.44;0;1.44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.543;0.271;0;2.157;11;41
1730;0;0.28;0;0;1.4;0;0.28;0.28;0;0.56;0;0.84;0;0;0;0.28;0;0;1.68;0;1.96;0;0;0;0;0;0;0;0;0;0;0;1.4;0;0;0;0;0.28;0;0;0;0;0;0.28;0.28;0;0;0;0;0.137;0.068;0.034;0;0;5.635;114;603
1731;0;0;0;0;1.03;0;1.03;0;0;0;0;2.06;0;0;0;2.06;0;0;3.09;0;1.03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;60;84
1732;0;0.49;0;0;0;0;0;0;2.48;0;0;0;0;0;0;0;0;0;0.49;0;0.99;0;0;0.49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.177;0;0;0.265;0.088;10.159;114;447
1733;0.4;0.48;0.37;0;0.14;0.14;0.03;0.07;0.55;0.66;0.29;0.89;0.44;1.04;0.03;0.26;0.37;0.07;3.16;0;1.41;0;0.48;0.59;0;0;0;0;0;0;0;0;0.03;0;0;0;0;0.03;0;0;0;0;0;0;0.07;0;0;0;0;0.082;0;0.433;0.529;0.114;6.482;140;2379
1734;0;0;0;0;0;0;0;0;0;3.57;0;1.78;0;0;0;0;0;0;1.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.252;0;0;0.757;0;0;4.157;13;79
1735;0;0;0;0;0.64;0;0.64;0;0;0;0;0.64;0;0;0;0;0;0;5.8;0;0.64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.64;0;0;0;0;0;0;1.44;0;0;2.875;21;115
1736;0;0;0;0;0;0;0;0;0;3.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.261;0;0;0.785;0;0;4.333;13;78
1737;0;0;0;0;0.65;0;0.65;0;0;0;0;0;0;0;0;0;0;0;5.22;0;0.65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.65;0;0;0;0;0;0;1.461;0;0;2.973;21;113
1738;0.1;0.1;0.71;0;0.61;0.3;0.4;0.1;1.42;0.81;0.1;0.5;0;0;0;0.1;0;1.11;2.23;0.5;2.03;0;0;0.3;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0.264;1.01;0.397;0.033;3.199;56;1043
1739;0.15;0;0.3;0;1.23;0.61;0;0.61;0;0.15;0;0.3;0;0;0.15;0.3;1.54;2.32;1.85;0;1.08;0;0;0.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.46;0;0;0;0;0;0;0;0;0;0.128;0;0.615;0.025;0;1.377;13;186
1740;0;0;0;0;0;0;0;0;0;3.7;0;0;0;0;0;1.85;0;0;1.85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.258;0;0;1.55;0;0;4.555;13;82
1741;0;0;0;0;0.65;0;0.65;0;0;0;0;0;0;0;0;0.65;0;0;5.88;0;0.65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.65;0;0;0;0;0;0;1.765;0;0;3.025;21;118
1742;0;0;0;0;0;0;1.43;0;0;0.47;0;0.95;0.47;0;0;0;0;0;2.87;0;0.47;0;0.47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.694;0;0;7.709;164;239
1743;0.19;0.19;0.29;0;1.07;0.19;0.19;0.97;0.87;0.58;0.09;1.07;0.19;0.87;0.09;0;0;1.17;3.81;0.68;1.75;0;0.09;0.29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.09;0.09;0;0;0;0;0;0;0;0;0;0;0.202;0.404;0.233;0.031;4.32;49;877
1744;0;0;0;0;0;0;0;0;0;0;0;0;1.44;0;0;1.44;0;0;5.79;0;1.44;0;1.44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.542;0.271;0;2.157;11;41
1745;0;0;2.43;0;0;0;0;0;0;0;0;0;0;0;0;2.43;0;4.87;2.43;0;2.43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.896;0;0;5.538;58;72
1746;0;0;1.14;0;0;0;1.14;0;0;0;0;0;0;0;0;0;0;0;2.29;0;2.29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.197;0;0;0;0;1.227;6;27
1747;0;1.63;0;0;0.81;0;1.63;0;0;0;0;0;0;0;0.81;0;0;0.81;1.63;0;2.45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.134;0;0;0;3.294;11;56
1748;0;0;0;0;0;0;2.3;0;0;0;0.76;2.3;0;0;0;0.76;0;0.76;3.07;0;2.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.518;0;0;11.312;142;181
1749;0;0;1.06;0;0;1.06;1.06;0;0;0;0;1.06;1.06;0;0;0;0;0;2.12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.909;78;108
1750;0;0;1.03;0;1.03;0;0;0;0;0;0;0;0;0;0;0;2.06;1.03;4.12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.149;0;0;1.461;3;19
1751;0.27;0;0.83;0;1.11;1.11;0.27;0;0;0;0;0.83;0;0;0;0.83;1.11;0.27;1.38;0;1.11;0;0.55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.638;0;0;2.512;17;196
1752;0;0;0;0;0;0;0;0;0;3.92;0;0;0;0;0;0;0;0;1.96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.55;3;31
1753;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.375;0.525;0.225;0;0;4.906;39;211
1754;0;0;0;0.04;0;0;0;0;0;0;0;0;0;0;0;0.02;0;0;0.02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.024;9.752;0.003;1.542;1.785;1.998;239.571;9989;10062
1755;0.1;0.1;0.71;0;0.61;0.3;0.4;0.1;1.42;0.81;0.1;0.5;0;0;0;0.1;0;1.11;2.23;0.5;2.03;0;0;0.3;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0.264;0.975;0.396;0.033;3.186;56;1042
1756;0;0;1.63;0;0.54;0;0.54;0;0.54;1.09;0;2.18;0;1.09;0;0;0;0;2.73;0;2.73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.086;0;1.466;0.258;0.086;31.388;392;565
1757;0;1.2;0.4;0;0.4;0;0.8;0.4;0;0;0;0.8;0.4;0;0;0.8;0.4;1.2;3.62;0;1.61;0;0;1.61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0.069;0;0.552;0.207;0.138;6.652;69;153
1758;0.22;0.44;0;0;1.33;0.22;1.33;0;0;0.22;0.44;0.66;0.22;0;0;1.11;0;1.11;2.66;0;1.77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.22;0;0;0;0;0;0;0;0;0;0.134;0;0.067;0.067;0;1.946;22;183
1759;0.07;0;1;0;0.3;0.46;0.07;0.23;0.23;0;0.3;1.31;0.15;0;0.07;1.39;0.15;0.85;2.24;0;0.77;0;0;0.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.15;0;0;0;0;0;0;0;0;0.024;0.183;0;0;0.183;0;3.211;84;700
1760;0;0.5;0;0;0;0;0;0;2.5;0;0;0;0;0;0;0;0;0;0.5;0;1;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.178;0;0;0.267;0.089;10.372;114;446
1761;0.19;0.76;0.19;0;0.19;0.19;0.19;0;0.95;0.38;0.19;0.57;0;0;2.86;0.19;0;3.43;1.71;0;2.09;0;3.62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.38;0;0;0;0;0;0;0;0;0;0.151;0.303;0.212;0.303;0;11.242;132;742
1762;0;0.37;0;0;0;0.74;1.12;0;0;0;0.74;1.49;0.74;0;0;0.37;0;1.49;4.49;0;1.87;0;0;0.74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.223;0.223;0;2.021;10;93
1763;0;0;0;0;0;0;0;11.11;0;0;0;0;0;0;0;0;0;0;0;0;11.11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.55;0;0;0;0;0;0;0;0;0;1;1;4
1764;0.17;0.26;1.21;0;0.43;0.6;0.43;0.26;0.69;0.52;0.26;1.3;0.17;0;0.6;0.69;0.08;1.47;2.43;0.17;1.04;0;0.95;0.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.08;0;0;0;0;0.08;0;0;0;0;0.107;0;0.256;0.242;0.013;6.142;583;1339
1765;0.96;0;0.48;0;0;0.96;0;0;0.48;0;0.48;0;0;0;1.44;0.48;0.48;2.41;0;0;0.96;0;0;0.48;0;0;0;0;0;0;0;0;0.48;0;0;0;0;0;0;0;0;0;0;0;0;0.48;0;0;0;0.818;0;0.175;0.467;0.116;9.56;259;717
1766;0;0;0;0;0.67;0;2.01;0;0;0;0;0;0;0;0;0;0;2.01;1.34;0.67;2.01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.305;0;0;2.162;14;93
1767;0.09;0.49;0.59;0;0.29;0.19;0;0;0.09;0.39;0;1.58;0.19;0;0;0;0.09;0;3.76;0.09;1.09;0;0;0.09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.765;0.037;0;5.831;1.309;0;6;54;756
1768;0;0;0;0;0.68;0;2.04;0;0;0;0;0;0;0;0;0;0;2.04;1.36;0.68;2.04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.309;0;0;2.111;14;95
1769;0;0;0.37;0;0;0;0.37;0;0;0;0;0.37;0;0;0;0.74;0.37;0.37;0.74;0.37;0.37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.37;0;0;0;0;0;0;0.37;0;0;0.302;0;0.241;0.06;0;2.166;18;143
1770;0.16;0.24;1.23;0;0.41;0.57;0.49;0.32;0.65;0.49;0.24;1.23;0.16;0;0.65;0.9;0.08;1.56;2.38;0.16;1.07;0;0.9;0.16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.08;0;0;0;0;0.08;0;0;0;0;0.114;0;0.241;0.228;0.012;6.544;683;1466
1771;0;0;0;0;0;0;0;0;0;1.08;0;0;0;0;0;3.26;0;0;5.43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.152;0;0;5.21;36;99
